SA2 Code 2018,SA2 2018,DHB of residence,Ethnicity,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
254500,Southgate,Capital and Coast,Maori,79,Masked,Masked,56,35,>95%,>95%,62%
254500,Southgate,Capital and Coast,Pacific Peoples,76,70,70,49,36,92%,92%,73%
254600,Karaka Bay-Worser Bay,Capital and Coast,Maori,63,Masked,Masked,47,34,>95%,>95%,72%
254700,Houghton Bay,Capital and Coast,Maori,99,Masked,Masked,71,37,>95%,>95%,52%
254700,Houghton Bay,Capital and Coast,Pacific Peoples,57,Masked,Masked,32,14,>95%,>95%,44%
254800,Miramar East,Capital and Coast,Maori,134,Masked,Masked,103,69,>95%,>95%,67%
254800,Miramar East,Capital and Coast,Pacific Peoples,89,84,83,63,37,94%,93%,59%
254900,Miramar South,Capital and Coast,Maori,245,Masked,231,146,93,>95%,94%,64%
254900,Miramar South,Capital and Coast,Pacific Peoples,340,Masked,Masked,244,137,>95%,>95%,56%
255100,Strathmore (Wellington City),Capital and Coast,Maori,495,Masked,459,278,153,>95%,93%,55%
255100,Strathmore (Wellington City),Capital and Coast,Pacific Peoples,480,Masked,Masked,320,191,>95%,>95%,60%
255200,Seatoun,Capital and Coast,Maori,104,Masked,Masked,82,58,>95%,>95%,71%
255300,Kopuaranga,Wairarapa,Maori,85,74,73,41,22,87%,86%,54%
255400,Upper Plain,Wairarapa,Maori,115,Masked,Masked,70,50,>95%,>95%,71%
255500,Opaki,Wairarapa,Maori,70,Masked,Masked,47,25,>95%,>95%,53%
255600,Ngaumutawa,Wairarapa,Maori,223,209,202,122,56,94%,91%,46%
255700,Solway North,Wairarapa,Maori,373,351,333,183,102,94%,89%,56%
255700,Solway North,Wairarapa,Pacific Peoples,58,Masked,Masked,38,25,>95%,>95%,66%
255800,Lansdowne West,Wairarapa,Maori,265,236,222,138,80,89%,84%,58%
255900,Masterton Central,Wairarapa,Maori,144,123,119,73,46,85%,83%,63%
256000,Kuripuni,Wairarapa,Maori,207,195,188,124,70,94%,91%,56%
256100,Douglas Park,Wairarapa,Maori,266,Masked,241,136,81,>95%,91%,60%
256100,Douglas Park,Wairarapa,Pacific Peoples,61,Masked,52,34,15,>95%,85%,44%
256200,Solway South,Wairarapa,Maori,706,669,643,368,228,95%,91%,62%
256200,Solway South,Wairarapa,Pacific Peoples,96,Masked,Masked,60,34,>95%,>95%,57%
256300,Lansdowne East,Wairarapa,Maori,473,Masked,443,275,168,>95%,94%,61%
256300,Lansdowne East,Wairarapa,Pacific Peoples,68,Masked,Masked,52,27,>95%,>95%,52%
256400,Cameron and Soldiers Park,Wairarapa,Maori,397,368,354,201,100,93%,89%,50%
256400,Cameron and Soldiers Park,Wairarapa,Pacific Peoples,59,50,48,32,18,85%,81%,56%
256500,Whareama,Wairarapa,Maori,143,Masked,132,85,56,>95%,92%,66%
256600,Homebush-Te Ore Ore,Wairarapa,Maori,124,106,105,71,40,85%,85%,56%
256700,McJorrow Park,Wairarapa,Maori,662,592,549,255,125,89%,83%,49%
256700,McJorrow Park,Wairarapa,Pacific Peoples,113,Masked,Masked,74,36,>95%,>95%,49%
256800,Mount Holdsworth,Wairarapa,Maori,117,103,99,59,35,88%,85%,59%
256900,Carterton North,Wairarapa,Maori,262,246,240,150,78,94%,92%,52%
257000,Kokotau,Wairarapa,Maori,93,Masked,86,58,41,>95%,92%,71%
257100,Carterton South,Wairarapa,Maori,312,296,275,160,97,95%,88%,61%
257200,Gladstone (Carterton District),Wairarapa,Maori,68,62,58,35,21,91%,85%,60%
257300,Tauherenikau,Wairarapa,Maori,102,Masked,96,58,29,>95%,94%,50%
257400,Kahutara,Wairarapa,Maori,91,Masked,Masked,55,32,>95%,>95%,58%
257500,Featherston,Wairarapa,Maori,396,357,339,187,111,90%,86%,59%
257500,Featherston,Wairarapa,Pacific Peoples,52,Masked,Masked,41,21,>95%,>95%,51%
257700,Greytown,Wairarapa,Maori,155,Masked,145,96,61,>95%,94%,64%
257800,Aorangi Forest,Wairarapa,Maori,176,Masked,Masked,102,52,>95%,>95%,51%
257900,Martinborough,Wairarapa,Maori,226,212,197,135,84,94%,87%,62%
300300,Golden Bay/Mohua,Nelson Marlborough,Maori,100,70,67,50,39,70%,67%,78%
300500,Takaka,Nelson Marlborough,Maori,83,66,63,38,26,80%,76%,68%
300600,Pohara-Abel Tasman,Nelson Marlborough,Maori,68,52,50,38,25,76%,74%,66%
300700,Takaka Hills,Nelson Marlborough,Maori,91,67,65,40,26,74%,71%,65%
300800,Kaiteriteri-Riwaka,Nelson Marlborough,Maori,113,89,87,61,38,79%,77%,62%
300800,Kaiteriteri-Riwaka,Nelson Marlborough,Pacific Peoples,52,Masked,Masked,333,135,>95%,>95%,41%
300900,Upper Moutere,Nelson Marlborough,Maori,87,56,54,37,22,64%,62%,59%
301000,Lower Moutere,Nelson Marlborough,Maori,104,76,68,42,25,73%,65%,60%
301100,Motueka North,Nelson Marlborough,Maori,255,218,204,127,79,85%,80%,62%
301200,Motueka West,Nelson Marlborough,Maori,308,266,252,131,74,86%,82%,56%
301200,Motueka West,Nelson Marlborough,Pacific Peoples,50,Masked,Masked,70,32,>95%,>95%,46%
301300,Motueka East,Nelson Marlborough,Maori,216,193,186,121,76,89%,86%,63%
301500,Golden Downs,Nelson Marlborough,Maori,139,118,115,61,35,85%,83%,57%
301600,Moutere Hills,Nelson Marlborough,Maori,117,107,101,72,56,91%,86%,78%
301700,Ruby Bay-Mapua,Nelson Marlborough,Maori,97,91,91,58,33,94%,94%,57%
301800,Murchison-Nelson Lakes,Nelson Marlborough,Maori,76,61,58,49,29,80%,76%,59%
302100,Waimea West,Nelson Marlborough,Maori,44,Masked,Masked,29,20,>95%,>95%,69%
302200,Appleby,Nelson Marlborough,Maori,56,Masked,53,34,18,>95%,95%,53%
302300,Wakefield,Nelson Marlborough,Maori,114,95,92,54,24,83%,81%,44%
302400,Richmond West (Tasman District),Nelson Marlborough,Maori,91,84,76,52,28,92%,84%,54%
302500,Wakefield Rural,Nelson Marlborough,Maori,50,45,44,25,13,90%,88%,52%
302600,Brightwater,Nelson Marlborough,Maori,115,108,104,58,35,94%,90%,60%
302700,Hope,Nelson Marlborough,Maori,48,39,38,25,15,81%,79%,60%
302800,Richmond Central (Tasman District),Nelson Marlborough,Maori,126,117,113,63,26,93%,90%,41%
302900,Ben Cooper Park,Nelson Marlborough,Maori,144,Masked,Masked,85,52,>95%,>95%,61%
303100,Wilkes Park,Nelson Marlborough,Maori,115,109,106,65,41,95%,92%,63%
303200,Templemore,Nelson Marlborough,Maori,57,Masked,Masked,34,24,>95%,>95%,71%
303300,Easby Park,Nelson Marlborough,Maori,156,139,132,73,44,89%,85%,60%
303600,Nelson Rural,Nelson Marlborough,Maori,97,82,79,45,29,85%,81%,64%
303800,Marybank,Nelson Marlborough,Maori,41,37,35,24,19,90%,85%,79%
304100,Tahunanui,Nelson Marlborough,Maori,282,242,222,117,64,86%,79%,55%
304100,Tahunanui,Nelson Marlborough,Pacific Peoples,52,Masked,Masked,44,24,>95%,>95%,55%
304200,Britannia,Nelson Marlborough,Maori,128,111,104,65,43,87%,81%,66%
304200,Britannia,Nelson Marlborough,Pacific Peoples,45,Masked,Masked,34,16,>95%,>95%,47%
304300,Atawhai,Nelson Marlborough,Maori,157,Masked,144,94,60,>95%,92%,64%
304400,Broadgreen-Monaco,Nelson Marlborough,Maori,201,174,171,104,55,87%,85%,53%
304400,Broadgreen-Monaco,Nelson Marlborough,Pacific Peoples,50,Masked,Masked,33,12,>95%,>95%,36%
304500,Washington,Nelson Marlborough,Maori,282,257,247,108,52,91%,88%,48%
304500,Washington,Nelson Marlborough,Pacific Peoples,55,Masked,52,29,18,>95%,95%,62%
304600,Tahuna Hills,Nelson Marlborough,Maori,201,Masked,182,103,64,>95%,91%,62%
304700,Nelson Central-Trafalgar,Nelson Marlborough,Maori,76,63,57,34,13,83%,75%,38%
304800,The Wood,Nelson Marlborough,Maori,175,Masked,155,98,66,>95%,89%,67%
304900,Toi Toi,Nelson Marlborough,Maori,147,131,125,68,45,89%,85%,66%
305000,Nayland,Nelson Marlborough,Maori,144,129,125,66,37,90%,87%,56%
305000,Nayland,Nelson Marlborough,Pacific Peoples,56,Masked,Masked,37,23,>95%,>95%,62%
305100,Aldinga,Nelson Marlborough,Maori,187,175,169,107,54,94%,90%,50%
305200,Victory,Nelson Marlborough,Maori,190,156,143,84,42,82%,75%,50%
305300,Rutherford,Nelson Marlborough,Maori,168,154,149,83,52,92%,89%,63%
305400,Maitlands,Nelson Marlborough,Maori,164,147,143,89,42,90%,87%,47%
305500,Maitai,Nelson Marlborough,Maori,68,64,61,34,27,94%,90%,79%
305600,Grampians,Nelson Marlborough,Maori,309,282,267,162,92,91%,86%,57%
305600,Grampians,Nelson Marlborough,Pacific Peoples,50,Masked,Masked,41,17,>95%,>95%,41%
305800,Suffolk,Nelson Marlborough,Maori,167,153,150,87,56,92%,90%,64%
305900,Omaio,Nelson Marlborough,Maori,310,269,255,142,87,87%,82%,61%
305900,Omaio,Nelson Marlborough,Pacific Peoples,57,Masked,Masked,39,18,>95%,>95%,46%
306000,Enner Glynn,Nelson Marlborough,Maori,192,182,178,92,52,95%,93%,57%
306200,The Brook,Nelson Marlborough,Maori,88,78,76,42,30,89%,86%,71%
306300,Marlborough Sounds West,Nelson Marlborough,Maori,153,137,130,78,49,90%,85%,63%
306500,Marlborough Sounds East,Nelson Marlborough,Maori,109,Masked,100,63,42,>95%,92%,67%
306600,Upper Wairau ,Nelson Marlborough,Maori,79,Masked,Masked,41,27,>95%,>95%,66%
306700,Waikawa (Marlborough District),Nelson Marlborough,Maori,201,181,177,119,80,90%,88%,67%
306800,Waitohi (Marlborough District),Nelson Marlborough,Maori,455,422,406,259,157,93%,89%,61%
306900,Tuamarina,Nelson Marlborough,Maori,101,90,84,63,45,89%,83%,71%
307000,Awatere,Nelson Marlborough,Maori,142,133,131,67,40,94%,92%,60%
307100,Renwick,Nelson Marlborough,Maori,166,Masked,Masked,106,61,>95%,>95%,58%
307200,Lower Wairau ,Nelson Marlborough,Maori,76,Masked,Masked,53,46,>95%,>95%,87%
307300,Woodbourne,Nelson Marlborough,Maori,155,Masked,Masked,97,69,>95%,>95%,71%
307400,Spring Creek-Grovetown,Nelson Marlborough,Maori,116,110,103,71,49,95%,89%,69%
307500,Springlands,Nelson Marlborough,Maori,282,267,257,169,104,95%,91%,62%
307500,Springlands,Nelson Marlborough,Pacific Peoples,68,Masked,Masked,49,23,>95%,>95%,47%
307600,Yelverton,Nelson Marlborough,Maori,191,176,172,108,74,92%,90%,69%
307600,Yelverton,Nelson Marlborough,Pacific Peoples,84,Masked,Masked,61,27,>95%,>95%,44%
307700,Mayfield,Nelson Marlborough,Maori,224,193,186,112,63,86%,83%,56%
307700,Mayfield,Nelson Marlborough,Pacific Peoples,78,Masked,Masked,214,97,>95%,>95%,45%
307800,Whitney West,Nelson Marlborough,Maori,255,238,228,154,85,93%,89%,55%
307800,Whitney West,Nelson Marlborough,Pacific Peoples,60,Masked,Masked,68,33,>95%,>95%,49%
307900,Blenheim Central,Nelson Marlborough,Maori,199,170,163,83,53,85%,82%,64%
307900,Blenheim Central,Nelson Marlborough,Pacific Peoples,46,Masked,Masked,138,54,>95%,>95%,39%
308000,Riversdale-Islington,Nelson Marlborough,Maori,317,290,270,160,98,91%,85%,61%
308000,Riversdale-Islington,Nelson Marlborough,Pacific Peoples,83,Masked,Masked,130,64,>95%,>95%,49%
308100,Whitney East,Nelson Marlborough,Maori,236,212,204,130,84,90%,86%,65%
308100,Whitney East,Nelson Marlborough,Pacific Peoples,102,Masked,Masked,61,33,>95%,>95%,54%
308200,Redwoodtown West,Nelson Marlborough,Maori,241,212,206,133,82,88%,85%,62%
308200,Redwoodtown West,Nelson Marlborough,Pacific Peoples,79,Masked,Masked,49,26,>95%,>95%,53%
308300,Witherlea West,Nelson Marlborough,Maori,175,Masked,160,112,77,>95%,91%,69%
308400,Redwoodtown East,Nelson Marlborough,Maori,221,194,185,118,70,88%,84%,59%
308400,Redwoodtown East,Nelson Marlborough,Pacific Peoples,72,68,67,45,23,94%,93%,51%
308500,Riverlands,Nelson Marlborough,Pacific Peoples,53,Masked,Masked,516,250,>95%,>95%,48%
308600,Witherlea East,Nelson Marlborough,Maori,186,175,171,111,65,94%,92%,59%
308800,Kaikoura Ranges,Canterbury,Maori,197,181,173,121,71,92%,88%,59%
308900,Kaikoura,Canterbury,Maori,304,262,258,164,90,86%,85%,55%
309000,Karamea,West Coast,Maori,48,37,35,18,10,77%,73%,56%
309200,Westport North,West Coast,Maori,176,160,153,89,49,91%,87%,55%
309300,Westport Rural,West Coast,Maori,74,69,69,41,25,93%,93%,61%
309400,Westport South,West Coast,Maori,205,187,177,100,56,91%,86%,56%
309500,Buller Coalfields,West Coast,Maori,80,69,66,44,27,86%,82%,61%
309600,Charleston (Buller District),West Coast,Maori,42,34,34,23,12,81%,81%,52%
309700,Inangahua,West Coast,Maori,51,43,36,20,8,84%,71%,40%
309800,Reefton,West Coast,Maori,85,66,63,32,20,78%,74%,62%
309900,Barrytown,West Coast,Maori,85,73,71,45,20,86%,84%,44%
310000,Runanga,West Coast,Maori,94,80,75,49,33,85%,80%,67%
310100,Cobden,West Coast,Maori,189,171,160,90,48,90%,85%,53%
310200,Blaketown,West Coast,Maori,91,80,76,47,21,88%,84%,45%
310300,Greymouth Central,West Coast,Maori,58,50,48,31,16,86%,83%,52%
310400,King Park,West Coast,Maori,71,63,60,37,19,89%,85%,51%
310500,Marsden,West Coast,Maori,105,Masked,98,64,40,>95%,93%,62%
310600,Karoro,West Coast,Maori,51,Masked,Masked,35,20,>95%,>95%,57%
310700,Rutherglen-Camerons,West Coast,Maori,83,Masked,78,56,25,>95%,94%,45%
310800,Greymouth Rural,West Coast,Maori,60,45,44,25,14,75%,73%,56%
310900,Dobson,West Coast,Maori,76,63,58,35,19,83%,76%,54%
311000,Nelson Creek,West Coast,Maori,52,Masked,Masked,31,19,>95%,>95%,61%
311300,Westland Glaciers-Bruce Bay,West Coast,Maori,56,42,42,30,22,75%,75%,73%
311400,Arahura-Kumara,West Coast,Maori,138,111,107,79,41,80%,78%,52%
311500,Hokitika,West Coast,Maori,440,411,401,284,168,93%,91%,59%
311700,Hokitika Rural,West Coast,Maori,128,119,114,72,37,93%,89%,51%
311900,Whataroa-Harihari,West Coast,Maori,48,Masked,44,25,16,>95%,92%,64%
312200,Amuri,Canterbury,Maori,137,117,110,61,23,85%,80%,38%
312400,Upper Hurunui,Canterbury,Maori,87,73,67,39,18,84%,77%,46%
312500,Parnassus,Canterbury,Maori,97,84,79,52,18,87%,81%,35%
312600,Ashley Forest,Canterbury,Maori,40,37,36,22,16,92%,90%,73%
312700,Omihi,Canterbury,Maori,63,51,50,25,11,81%,79%,44%
312800,Balcairn,Canterbury,Maori,103,96,94,51,28,93%,91%,55%
312900,Amberley,Canterbury,Maori,106,93,85,53,33,88%,80%,62%
313100,Ashley Gorge,Canterbury,Maori,41,31,29,15,5,76%,71%,33%
313200,Oxford,Canterbury,Maori,91,80,78,50,26,88%,86%,52%
313300,Starvation Hill-Cust,Canterbury,Maori,68,55,55,38,26,81%,81%,68%
313400,Loburn,Canterbury,Maori,85,67,65,43,25,79%,76%,58%
313500,Eyrewell,Canterbury,Maori,97,83,82,52,28,86%,85%,54%
313600,West Eyreton,Canterbury,Maori,54,Masked,Masked,29,17,>95%,>95%,59%
313700,Ashley-Sefton,Canterbury,Maori,114,99,94,65,32,87%,82%,49%
313800,Fernside,Canterbury,Maori,75,69,68,46,27,92%,91%,59%
313900,Rangiora North West,Canterbury,Maori,88,77,73,49,34,88%,83%,69%
314000,Kingsbury,Canterbury,Maori,95,89,86,57,41,94%,91%,72%
314100,Ashgrove,Canterbury,Maori,96,84,82,50,27,88%,85%,54%
314200,Rangiora North East,Canterbury,Maori,136,114,110,64,35,84%,81%,55%
314300,Oxford Estate,Canterbury,Maori,64,60,60,29,12,94%,94%,41%
314500,Rangiora South West,Canterbury,Maori,117,106,103,59,36,91%,88%,61%
314600,Lilybrook,Canterbury,Maori,233,205,199,111,57,88%,85%,51%
314600,Lilybrook,Canterbury,Pacific Peoples,40,35,31,23,10,88%,78%,43%
314700,Waikuku,Canterbury,Maori,165,145,141,82,43,88%,85%,52%
314800,Mandeville-Ohoka,Canterbury,Maori,118,Masked,Masked,88,59,>95%,>95%,67%
314900,Rangiora South East,Canterbury,Maori,137,114,109,60,34,83%,80%,57%
315000,Southbrook,Canterbury,Maori,42,Masked,Masked,19,10,>95%,>95%,53%
315200,Tuahiwi,Canterbury,Maori,157,148,142,96,65,94%,90%,68%
315300,Woodend,Canterbury,Maori,225,Masked,213,129,70,>95%,95%,54%
315400,Pegasus,Canterbury,Maori,160,Masked,Masked,103,61,>95%,>95%,59%
315500,Clarkville,Canterbury,Maori,75,70,68,39,28,93%,91%,72%
315600,Pegasus Bay,Canterbury,Maori,120,100,96,66,44,83%,80%,67%
315700,Kaiapoi North West,Canterbury,Maori,225,202,198,122,61,90%,88%,50%
315700,Kaiapoi North West,Canterbury,Pacific Peoples,49,44,42,24,14,90%,86%,58%
315800,Silverstream (Waimakariri District),Canterbury,Maori,69,61,61,42,24,88%,88%,57%
315900,Sovereign Palms,Canterbury,Maori,275,259,254,152,81,94%,92%,53%
315900,Sovereign Palms,Canterbury,Pacific Peoples,47,44,43,25,16,94%,91%,64%
316000,Kaiapoi West,Canterbury,Maori,135,122,119,64,27,90%,88%,42%
316100,Kaiapoi Central,Canterbury,Maori,213,193,188,115,65,91%,88%,57%
316200,Kaiapoi South,Canterbury,Maori,120,Masked,113,67,42,>95%,94%,63%
316500,Paparua,Canterbury,Maori,59,53,49,21,9,90%,83%,43%
316600,Yaldhurst,Canterbury,Maori,78,Masked,Masked,46,25,>95%,>95%,54%
316600,Yaldhurst,Canterbury,Pacific Peoples,44,Masked,Masked,33,14,>95%,>95%,42%
316900,Belfast West,Canterbury,Maori,110,Masked,Masked,69,38,>95%,>95%,55%
317000,Harewood,Canterbury,Maori,41,Masked,Masked,22,10,>95%,>95%,45%
317100,Brooklands-Spencerville,Canterbury,Maori,66,Masked,Masked,34,20,>95%,>95%,59%
317200,Styx,Canterbury,Maori,78,71,68,47,29,91%,87%,62%
317300,Belfast East,Canterbury,Maori,222,Masked,Masked,124,71,>95%,>95%,57%
317300,Belfast East,Canterbury,Pacific Peoples,58,Masked,Masked,44,26,>95%,>95%,59%
317400,Northwood,Canterbury,Maori,111,105,104,72,50,95%,94%,69%
317600,Regents Park,Canterbury,Maori,44,Masked,Masked,33,24,>95%,>95%,73%
317700,Hawthornden,Canterbury,Maori,129,Masked,Masked,79,49,>95%,>95%,62%
317700,Hawthornden,Canterbury,Pacific Peoples,81,Masked,Masked,63,32,>95%,>95%,51%
317800,Bishopdale North,Canterbury,Maori,287,269,262,163,98,94%,91%,60%
317800,Bishopdale North,Canterbury,Pacific Peoples,85,77,74,48,22,91%,87%,46%
317900,Casebrook,Canterbury,Maori,279,Masked,260,159,75,>95%,93%,47%
317900,Casebrook,Canterbury,Pacific Peoples,89,Masked,Masked,69,32,>95%,>95%,46%
318000,Bishopdale West,Canterbury,Maori,179,Masked,165,107,59,>95%,92%,55%
318000,Bishopdale West,Canterbury,Pacific Peoples,97,Masked,89,55,32,>95%,92%,58%
318100,Templeton,Canterbury,Maori,160,Masked,Masked,111,58,>95%,>95%,52%
318200,Islington,Canterbury,Maori,114,Masked,107,72,43,>95%,94%,60%
318200,Islington,Canterbury,Pacific Peoples,56,53,50,33,21,95%,89%,64%
318300,Burnside Park,Canterbury,Maori,139,Masked,Masked,84,51,>95%,>95%,61%
318300,Burnside Park,Canterbury,Pacific Peoples,52,48,48,27,14,92%,92%,52%
318400,Marshland,Canterbury,Maori,65,56,54,25,11,86%,83%,44%
318500,Avonhead North,Canterbury,Maori,51,48,46,27,21,94%,90%,78%
318600,Redwood North,Canterbury,Maori,183,Masked,Masked,116,67,>95%,>95%,58%
318700,Broomfield,Canterbury,Maori,265,Masked,243,127,66,>95%,92%,52%
318700,Broomfield,Canterbury,Pacific Peoples,137,124,119,75,45,91%,87%,60%
318800,Redwood West,Canterbury,Maori,234,207,192,112,59,88%,82%,53%
318800,Redwood West,Canterbury,Pacific Peoples,82,Masked,Masked,50,27,>95%,>95%,54%
319000,Bishopdale South,Canterbury,Maori,131,Masked,Masked,83,57,>95%,>95%,69%
319000,Bishopdale South,Canterbury,Pacific Peoples,64,Masked,Masked,56,34,>95%,>95%,61%
319200,Burnside,Canterbury,Maori,195,178,171,94,45,91%,88%,48%
319200,Burnside,Canterbury,Pacific Peoples,74,Masked,70,40,20,>95%,95%,50%
319300,Hei Hei,Canterbury,Maori,353,332,320,183,94,94%,91%,51%
319300,Hei Hei,Canterbury,Pacific Peoples,239,223,222,161,85,93%,93%,53%
319400,Papanui North,Canterbury,Maori,224,192,175,88,46,86%,78%,52%
319400,Papanui North,Canterbury,Pacific Peoples,83,Masked,Masked,56,33,>95%,>95%,59%
319500,Avonhead East,Canterbury,Maori,113,Masked,106,68,33,>95%,94%,49%
319500,Avonhead East,Canterbury,Pacific Peoples,59,Masked,Masked,40,25,>95%,>95%,62%
319600,Redwood East,Canterbury,Maori,263,243,240,164,93,92%,91%,57%
319600,Redwood East,Canterbury,Pacific Peoples,73,Masked,Masked,46,19,>95%,>95%,41%
319700,Avonhead South,Canterbury,Maori,125,Masked,118,69,33,>95%,94%,48%
319700,Avonhead South,Canterbury,Pacific Peoples,70,Masked,Masked,48,24,>95%,>95%,50%
319800,Riccarton Racecourse,Canterbury,Maori,94,Masked,87,56,26,>95%,93%,46%
319800,Riccarton Racecourse,Canterbury,Pacific Peoples,62,Masked,Masked,48,28,>95%,>95%,58%
319900,Bryndwr North,Canterbury,Maori,331,284,267,142,72,86%,81%,51%
319900,Bryndwr North,Canterbury,Pacific Peoples,100,Masked,Masked,62,32,>95%,>95%,52%
320100,Papanui West,Canterbury,Maori,163,Masked,Masked,97,60,>95%,>95%,62%
320100,Papanui West,Canterbury,Pacific Peoples,60,55,51,34,16,92%,85%,47%
320200,Ilam North,Canterbury,Maori,128,Masked,120,84,48,>95%,94%,57%
320200,Ilam North,Canterbury,Pacific Peoples,62,Masked,Masked,42,19,>95%,>95%,45%
320300,Hornby West,Canterbury,Maori,274,Masked,Masked,167,87,>95%,>95%,52%
320300,Hornby West,Canterbury,Pacific Peoples,136,Masked,Masked,88,52,>95%,>95%,59%
320500,Northcote (Christchurch City),Canterbury,Maori,172,Masked,161,94,48,>95%,94%,51%
320500,Northcote (Christchurch City),Canterbury,Pacific Peoples,69,Masked,Masked,48,27,>95%,>95%,56%
320600,Jellie Park,Canterbury,Maori,118,Masked,Masked,70,48,>95%,>95%,69%
320700,Ilam South,Canterbury,Maori,123,110,104,68,26,89%,85%,38%
320700,Ilam South,Canterbury,Pacific Peoples,81,76,74,55,29,94%,91%,53%
320800,Bryndwr South,Canterbury,Maori,195,168,158,92,50,86%,81%,54%
320800,Bryndwr South,Canterbury,Pacific Peoples,64,Masked,Masked,47,30,>95%,>95%,64%
320900,Papanui East,Canterbury,Maori,84,77,76,50,36,92%,90%,72%
320900,Papanui East,Canterbury,Pacific Peoples,42,Masked,Masked,29,18,>95%,>95%,62%
321000,Sockburn North,Canterbury,Maori,189,178,174,105,56,94%,92%,53%
321000,Sockburn North,Canterbury,Pacific Peoples,132,124,122,87,50,94%,92%,57%
321100,Hornby South,Canterbury,Maori,416,Masked,386,235,128,>95%,93%,54%
321100,Hornby South,Canterbury,Pacific Peoples,157,Masked,Masked,108,47,>95%,>95%,44%
321200,Ilam University,Canterbury,Maori,129,Masked,Masked,109,38,>95%,>95%,35%
321200,Ilam University,Canterbury,Pacific Peoples,61,54,52,38,17,89%,85%,45%
321300,Prestons,Canterbury,Maori,184,Masked,Masked,125,77,>95%,>95%,62%
321300,Prestons,Canterbury,Pacific Peoples,46,Masked,Masked,33,20,>95%,>95%,61%
321400,Strowan,Canterbury,Maori,142,134,131,82,55,94%,92%,67%
321400,Strowan,Canterbury,Pacific Peoples,40,38,38,30,21,95%,95%,70%
321500,Fendalton,Canterbury,Maori,64,Masked,Masked,39,31,>95%,>95%,79%
321600,Waitikiri,Canterbury,Maori,170,Masked,Masked,101,66,>95%,>95%,65%
321700,Mairehau North,Canterbury,Maori,232,208,202,134,75,90%,87%,56%
321700,Mairehau North,Canterbury,Pacific Peoples,64,Masked,Masked,45,25,>95%,>95%,56%
321800,Bush Inn,Canterbury,Maori,149,140,138,90,50,94%,93%,56%
321800,Bush Inn,Canterbury,Pacific Peoples,72,Masked,Masked,47,20,>95%,>95%,43%
321900,Awatea North,Canterbury,Maori,142,Masked,Masked,89,56,>95%,>95%,63%
321900,Awatea North,Canterbury,Pacific Peoples,103,Masked,Masked,78,42,>95%,>95%,54%
322000,Upper Riccarton,Canterbury,Maori,165,137,130,62,25,83%,79%,40%
322000,Upper Riccarton,Canterbury,Pacific Peoples,81,75,71,45,14,93%,88%,31%
322100,Malvern,Canterbury,Maori,127,Masked,Masked,77,48,>95%,>95%,62%
322100,Malvern,Canterbury,Pacific Peoples,40,Masked,Masked,30,14,>95%,>95%,47%
322200,Rutland,Canterbury,Maori,111,105,104,67,39,95%,94%,58%
322300,Sockburn South,Canterbury,Maori,48,44,41,30,14,92%,85%,47%
322400,Deans Bush,Canterbury,Maori,73,69,68,52,28,95%,93%,54%
322600,Holmwood,Canterbury,Maori,57,Masked,Masked,44,29,>95%,>95%,66%
322700,Wharenui,Canterbury,Maori,183,170,168,105,50,93%,92%,48%
322700,Wharenui,Canterbury,Pacific Peoples,102,Masked,Masked,73,29,>95%,>95%,40%
322800,Wigram West,Canterbury,Maori,42,Masked,39,30,21,>95%,93%,70%
322900,Awatea South,Canterbury,Maori,50,40,39,26,19,80%,78%,73%
323000,Merivale,Canterbury,Maori,94,Masked,89,55,34,>95%,95%,62%
323100,Mairehau South,Canterbury,Maori,264,245,237,147,83,93%,90%,56%
323100,Mairehau South,Canterbury,Pacific Peoples,100,Masked,Masked,58,26,>95%,>95%,45%
323200,Mona Vale,Canterbury,Maori,70,66,66,42,30,94%,94%,71%
323300,Riccarton West,Canterbury,Maori,248,234,220,118,57,94%,89%,48%
323300,Riccarton West,Canterbury,Pacific Peoples,114,Masked,Masked,71,26,>95%,>95%,37%
323400,Shirley West,Canterbury,Maori,429,374,359,194,102,87%,84%,53%
323400,Shirley West,Canterbury,Pacific Peoples,192,176,166,109,56,92%,86%,51%
323700,Queenspark,Canterbury,Maori,298,273,265,164,105,92%,89%,64%
323700,Queenspark,Canterbury,Pacific Peoples,89,Masked,83,41,33,>95%,93%,80%
323800,St Albans North,Canterbury,Maori,134,118,116,80,50,88%,87%,62%
323800,St Albans North,Canterbury,Pacific Peoples,47,41,40,26,12,87%,85%,46%
323900,St Albans West,Canterbury,Maori,129,Masked,Masked,80,44,>95%,>95%,55%
323900,St Albans West,Canterbury,Pacific Peoples,41,Masked,Masked,34,18,>95%,>95%,53%
324000,Travis Wetlands,Canterbury,Maori,157,145,142,90,53,92%,90%,59%
324000,Travis Wetlands,Canterbury,Pacific Peoples,57,49,48,33,13,86%,84%,39%
324300,Oaklands West,Canterbury,Maori,116,Masked,Masked,80,57,>95%,>95%,71%
324300,Oaklands West,Canterbury,Pacific Peoples,51,Masked,Masked,42,21,>95%,>95%,50%
324400,Riccarton South,Canterbury,Maori,180,163,153,106,57,91%,85%,54%
324400,Riccarton South,Canterbury,Pacific Peoples,69,Masked,Masked,49,17,>95%,>95%,35%
