SA2 Code 2018,SA2 2018,DHB of residence,Ethnicity,Population,At least partially vaccinated,Fully vaccinated,Eligible for booster,Booster recieved,Partially vaccinated uptake,Fully vaccinated uptake,Booster uptake
256800,Mount Holdsworth,Wairarapa,Maori,115,101,97,53,28,88%,84%,53%
256900,Carterton North,Wairarapa,Maori,261,244,236,138,54,93%,90%,39%
257000,Kokotau,Wairarapa,Maori,95,90,85,55,30,95%,89%,55%
257100,Carterton South,Wairarapa,Maori,316,295,276,150,76,93%,87%,51%
257200,Gladstone (Carterton District),Wairarapa,Maori,67,61,56,34,15,91%,84%,44%
257300,Tauherenikau,Wairarapa,Maori,102,Masked,94,55,25,>95%,92%,45%
257400,Kahutara,Wairarapa,Maori,91,Masked,Masked,53,20,>95%,>95%,38%
257500,Featherston,Wairarapa,Maori,396,355,336,174,102,90%,85%,59%
257500,Featherston,Wairarapa,Pacific Peoples,51,Masked,Masked,39,18,>95%,>95%,46%
257700,Greytown,Wairarapa,Maori,156,147,145,93,44,94%,93%,47%
257800,Aorangi Forest,Wairarapa,Maori,178,Masked,Masked,99,38,>95%,>95%,38%
257900,Martinborough,Wairarapa,Maori,226,210,197,133,64,93%,87%,48%
300300,Golden Bay/Mohua,Nelson Marlborough,Maori,100,70,67,49,35,70%,67%,71%
300500,Takaka,Nelson Marlborough,Maori,83,65,62,37,24,78%,75%,65%
300600,Pohara-Abel Tasman,Nelson Marlborough,Maori,67,51,49,36,23,76%,73%,64%
300700,Takaka Hills,Nelson Marlborough,Maori,90,66,64,36,22,73%,71%,61%
300800,Kaiteriteri-Riwaka,Nelson Marlborough,Maori,115,90,86,60,34,78%,75%,57%
300800,Kaiteriteri-Riwaka,Nelson Marlborough,Pacific Peoples,52,Masked,Masked,333,129,>95%,>95%,39%
300900,Upper Moutere,Nelson Marlborough,Maori,89,56,54,36,21,63%,61%,58%
301000,Lower Moutere,Nelson Marlborough,Maori,103,74,65,36,22,72%,63%,61%
301100,Motueka North,Nelson Marlborough,Maori,257,218,204,124,68,85%,79%,55%
301200,Motueka West,Nelson Marlborough,Maori,308,260,246,126,65,84%,80%,52%
301200,Motueka West,Nelson Marlborough,Pacific Peoples,50,Masked,Masked,71,24,>95%,>95%,34%
301300,Motueka East,Nelson Marlborough,Maori,215,191,184,111,66,89%,86%,59%
301500,Golden Downs,Nelson Marlborough,Maori,140,118,114,60,30,84%,81%,50%
301600,Moutere Hills,Nelson Marlborough,Maori,119,109,101,72,48,92%,85%,67%
301700,Ruby Bay-Mapua,Nelson Marlborough,Maori,97,92,91,53,31,95%,94%,58%
301800,Murchison-Nelson Lakes,Nelson Marlborough,Maori,76,61,57,48,28,80%,75%,58%
302100,Waimea West,Nelson Marlborough,Maori,43,Masked,Masked,28,16,>95%,>95%,57%
302200,Appleby,Nelson Marlborough,Maori,58,Masked,55,34,17,>95%,95%,50%
302300,Wakefield,Nelson Marlborough,Maori,113,94,91,53,23,83%,81%,43%
302400,Richmond West (Tasman District),Nelson Marlborough,Maori,88,80,73,48,25,91%,83%,52%
302500,Wakefield Rural,Nelson Marlborough,Maori,50,45,44,23,11,90%,88%,48%
302600,Brightwater,Nelson Marlborough,Maori,116,109,105,56,30,94%,91%,54%
302700,Hope,Nelson Marlborough,Maori,48,38,37,23,14,79%,77%,61%
302800,Richmond Central (Tasman District),Nelson Marlborough,Maori,126,114,112,61,24,90%,89%,39%
302900,Ben Cooper Park,Nelson Marlborough,Maori,145,Masked,136,82,42,>95%,94%,51%
303100,Wilkes Park,Nelson Marlborough,Maori,115,Masked,108,63,37,>95%,94%,59%
303200,Templemore,Nelson Marlborough,Maori,58,Masked,Masked,32,23,>95%,>95%,72%
303300,Easby Park,Nelson Marlborough,Maori,155,138,131,72,40,89%,85%,56%
303600,Nelson Rural,Nelson Marlborough,Maori,96,81,79,42,25,84%,82%,60%
303800,Marybank,Nelson Marlborough,Maori,41,37,35,24,18,90%,85%,75%
304100,Tahunanui,Nelson Marlborough,Maori,283,243,222,107,54,86%,78%,50%
304100,Tahunanui,Nelson Marlborough,Pacific Peoples,53,Masked,Masked,41,19,>95%,>95%,46%
304200,Britannia,Nelson Marlborough,Maori,129,111,104,63,41,86%,81%,65%
304200,Britannia,Nelson Marlborough,Pacific Peoples,45,Masked,Masked,33,13,>95%,>95%,39%
304300,Atawhai,Nelson Marlborough,Maori,156,Masked,144,89,58,>95%,92%,65%
304400,Broadgreen-Monaco,Nelson Marlborough,Maori,202,175,171,100,45,87%,85%,45%
304400,Broadgreen-Monaco,Nelson Marlborough,Pacific Peoples,50,Masked,Masked,32,12,>95%,>95%,38%
304500,Washington,Nelson Marlborough,Maori,280,255,244,104,46,91%,87%,44%
304500,Washington,Nelson Marlborough,Pacific Peoples,55,Masked,51,28,11,>95%,93%,39%
304600,Tahuna Hills,Nelson Marlborough,Maori,204,191,183,100,54,94%,90%,54%
304700,Nelson Central-Trafalgar,Nelson Marlborough,Maori,76,62,56,32,13,82%,74%,41%
304800,The Wood,Nelson Marlborough,Maori,176,162,151,96,56,92%,86%,58%
304800,The Wood,Nelson Marlborough,Pacific Peoples,40,Masked,Masked,30,9,>95%,>95%,30%
304900,Toi Toi,Nelson Marlborough,Maori,148,131,125,64,41,89%,84%,64%
305000,Nayland,Nelson Marlborough,Maori,143,127,122,58,29,89%,85%,50%
305000,Nayland,Nelson Marlborough,Pacific Peoples,58,Masked,Masked,37,17,>95%,>95%,46%
305100,Aldinga,Nelson Marlborough,Maori,185,174,168,99,44,94%,91%,44%
305200,Victory,Nelson Marlborough,Maori,191,157,144,81,36,82%,75%,44%
305300,Rutherford,Nelson Marlborough,Maori,168,151,144,81,41,90%,86%,51%
305400,Maitlands,Nelson Marlborough,Maori,163,145,140,81,39,89%,86%,48%
305500,Maitai,Nelson Marlborough,Maori,67,Masked,61,31,24,>95%,91%,77%
305600,Grampians,Nelson Marlborough,Maori,307,279,263,159,78,91%,86%,49%
305600,Grampians,Nelson Marlborough,Pacific Peoples,50,Masked,Masked,40,15,>95%,>95%,38%
305800,Suffolk,Nelson Marlborough,Maori,166,152,148,82,47,92%,89%,57%
305900,Omaio,Nelson Marlborough,Maori,309,267,250,138,70,86%,81%,51%
305900,Omaio,Nelson Marlborough,Pacific Peoples,56,Masked,Masked,37,15,>95%,>95%,41%
306000,Enner Glynn,Nelson Marlborough,Maori,189,179,174,86,44,95%,92%,51%
306200,The Brook,Nelson Marlborough,Maori,88,78,76,39,26,89%,86%,67%
306300,Marlborough Sounds West,Nelson Marlborough,Maori,151,133,128,77,43,88%,85%,56%
306500,Marlborough Sounds East,Nelson Marlborough,Maori,110,Masked,100,61,34,>95%,91%,56%
306600,Upper Wairau ,Nelson Marlborough,Maori,79,Masked,Masked,40,22,>95%,>95%,55%
306700,Waikawa (Marlborough District),Nelson Marlborough,Maori,201,177,175,111,65,88%,87%,59%
306800,Waitohi (Marlborough District),Nelson Marlborough,Maori,453,415,397,242,141,92%,88%,58%
306900,Tuamarina,Nelson Marlborough,Maori,101,90,84,61,41,89%,83%,67%
307000,Awatere,Nelson Marlborough,Maori,142,132,130,62,35,93%,92%,56%
307100,Renwick,Nelson Marlborough,Maori,166,Masked,Masked,103,52,>95%,>95%,50%
307200,Lower Wairau ,Nelson Marlborough,Maori,76,Masked,Masked,52,39,>95%,>95%,75%
307300,Woodbourne,Nelson Marlborough,Maori,157,Masked,148,92,57,>95%,94%,62%
307400,Spring Creek-Grovetown,Nelson Marlborough,Maori,116,110,103,66,40,95%,89%,61%
307500,Springlands,Nelson Marlborough,Maori,277,260,249,158,88,94%,90%,56%
307500,Springlands,Nelson Marlborough,Pacific Peoples,68,Masked,Masked,50,23,>95%,>95%,46%
307600,Yelverton,Nelson Marlborough,Maori,191,176,172,107,66,92%,90%,62%
307600,Yelverton,Nelson Marlborough,Pacific Peoples,84,Masked,Masked,60,25,>95%,>95%,42%
307700,Mayfield,Nelson Marlborough,Maori,227,191,182,108,52,84%,80%,48%
307700,Mayfield,Nelson Marlborough,Pacific Peoples,78,Masked,Masked,207,74,>95%,>95%,36%
307800,Whitney West,Nelson Marlborough,Maori,254,238,228,143,73,94%,90%,51%
307800,Whitney West,Nelson Marlborough,Pacific Peoples,62,Masked,Masked,63,24,>95%,>95%,38%
307900,Blenheim Central,Nelson Marlborough,Maori,202,173,162,80,44,86%,80%,55%
307900,Blenheim Central,Nelson Marlborough,Pacific Peoples,48,Masked,Masked,138,44,>95%,>95%,32%
308000,Riversdale-Islington,Nelson Marlborough,Maori,316,287,268,153,79,91%,85%,52%
308000,Riversdale-Islington,Nelson Marlborough,Pacific Peoples,83,Masked,Masked,120,56,>95%,>95%,47%
308100,Whitney East,Nelson Marlborough,Maori,238,214,206,127,74,90%,87%,58%
308100,Whitney East,Nelson Marlborough,Pacific Peoples,102,Masked,Masked,58,30,>95%,>95%,52%
308200,Redwoodtown West,Nelson Marlborough,Maori,241,212,205,125,68,88%,85%,54%
308200,Redwoodtown West,Nelson Marlborough,Pacific Peoples,77,Masked,Masked,48,21,>95%,>95%,44%
308300,Witherlea West,Nelson Marlborough,Maori,174,165,156,105,68,95%,90%,65%
308400,Redwoodtown East,Nelson Marlborough,Maori,219,192,183,114,57,88%,84%,50%
308400,Redwoodtown East,Nelson Marlborough,Pacific Peoples,73,69,68,44,20,95%,93%,45%
308500,Riverlands,Nelson Marlborough,Pacific Peoples,53,Masked,Masked,501,242,>95%,>95%,48%
308600,Witherlea East,Nelson Marlborough,Maori,187,175,170,105,57,94%,91%,54%
308800,Kaikoura Ranges,Canterbury,Maori,194,175,169,113,60,90%,87%,53%
308900,Kaikoura,Canterbury,Maori,305,262,255,157,83,86%,84%,53%
309000,Karamea,West Coast,Maori,48,37,35,17,9,77%,73%,53%
309200,Westport North,West Coast,Maori,175,159,152,83,44,91%,87%,53%
309300,Westport Rural,West Coast,Maori,74,68,68,35,24,92%,92%,69%
309400,Westport South,West Coast,Maori,204,184,172,91,46,90%,84%,51%
309500,Buller Coalfields,West Coast,Maori,80,68,65,41,23,85%,81%,56%
309600,Charleston (Buller District),West Coast,Maori,42,33,33,21,11,79%,79%,52%
309700,Inangahua,West Coast,Maori,50,41,33,19,7,82%,66%,37%
309800,Reefton,West Coast,Maori,87,67,64,33,19,77%,74%,58%
309900,Barrytown,West Coast,Maori,85,73,71,43,16,86%,84%,37%
310000,Runanga,West Coast,Maori,94,80,75,47,29,85%,80%,62%
310100,Cobden,West Coast,Maori,188,171,154,82,41,91%,82%,50%
310200,Blaketown,West Coast,Maori,90,79,75,46,19,88%,83%,41%
310300,Greymouth Central,West Coast,Maori,58,50,48,30,13,86%,83%,43%
310400,King Park,West Coast,Maori,71,62,60,37,18,87%,85%,49%
310500,Marsden,West Coast,Maori,105,Masked,98,61,39,>95%,93%,64%
310600,Karoro,West Coast,Maori,51,Masked,Masked,31,17,>95%,>95%,55%
310700,Rutherglen-Camerons,West Coast,Maori,86,Masked,78,54,23,>95%,91%,43%
310800,Greymouth Rural,West Coast,Maori,60,45,43,24,14,75%,72%,58%
310900,Dobson,West Coast,Maori,76,62,57,33,15,82%,75%,45%
311000,Nelson Creek,West Coast,Maori,52,Masked,Masked,31,19,>95%,>95%,61%
311300,Westland Glaciers-Bruce Bay,West Coast,Maori,56,42,42,28,15,75%,75%,54%
311400,Arahura-Kumara,West Coast,Maori,137,110,104,78,30,80%,76%,38%
311500,Hokitika,West Coast,Maori,441,410,399,269,118,93%,90%,44%
311700,Hokitika Rural,West Coast,Maori,128,119,112,66,29,93%,88%,44%
311900,Whataroa-Harihari,West Coast,Maori,48,Masked,44,21,8,>95%,92%,38%
312200,Amuri,Canterbury,Maori,138,115,106,53,15,83%,77%,28%
312400,Upper Hurunui,Canterbury,Maori,86,71,66,38,11,83%,77%,29%
312500,Parnassus,Canterbury,Maori,96,81,77,47,15,84%,80%,32%
312600,Ashley Forest,Canterbury,Maori,40,37,36,22,11,92%,90%,50%
312700,Omihi,Canterbury,Maori,63,51,50,21,8,81%,79%,38%
312800,Balcairn,Canterbury,Maori,104,95,93,49,21,91%,89%,43%
312900,Amberley,Canterbury,Maori,106,93,85,54,26,88%,80%,48%
313100,Ashley Gorge,Canterbury,Maori,41,31,29,14,3,76%,71%,21%
313200,Oxford,Canterbury,Maori,92,81,79,49,19,88%,86%,39%
313300,Starvation Hill-Cust,Canterbury,Maori,68,55,55,37,23,81%,81%,62%
313400,Loburn,Canterbury,Maori,84,66,64,42,23,79%,76%,55%
313500,Eyrewell,Canterbury,Maori,98,84,83,50,22,86%,85%,44%
313600,West Eyreton,Canterbury,Maori,54,Masked,Masked,28,14,>95%,>95%,50%
313700,Ashley-Sefton,Canterbury,Maori,113,97,93,61,24,86%,82%,39%
313800,Fernside,Canterbury,Maori,75,68,68,45,21,91%,91%,47%
313900,Rangiora North West,Canterbury,Maori,87,76,72,47,27,87%,83%,57%
314000,Kingsbury,Canterbury,Maori,94,88,86,54,38,94%,91%,70%
314100,Ashgrove,Canterbury,Maori,98,87,84,48,23,89%,86%,48%
314200,Rangiora North East,Canterbury,Maori,135,112,108,59,27,83%,80%,46%
314300,Oxford Estate,Canterbury,Maori,63,59,59,28,8,94%,94%,29%
314500,Rangiora South West,Canterbury,Maori,115,103,99,56,27,90%,86%,48%
314600,Lilybrook,Canterbury,Maori,232,205,198,105,39,88%,85%,37%
314600,Lilybrook,Canterbury,Pacific Peoples,40,35,31,22,7,88%,78%,32%
314700,Waikuku,Canterbury,Maori,165,143,141,81,41,87%,85%,51%
314800,Mandeville-Ohoka,Canterbury,Maori,119,Masked,Masked,85,51,>95%,>95%,60%
314900,Rangiora South East,Canterbury,Maori,137,113,107,56,25,82%,78%,45%
315000,Southbrook,Canterbury,Maori,42,Masked,38,19,7,>95%,90%,37%
315200,Tuahiwi,Canterbury,Maori,157,149,141,94,60,95%,90%,64%
315300,Woodend,Canterbury,Maori,226,Masked,Masked,124,55,>95%,>95%,44%
315400,Pegasus,Canterbury,Maori,159,Masked,Masked,96,52,>95%,>95%,54%
315500,Clarkville,Canterbury,Maori,74,69,67,37,21,93%,91%,57%
315600,Pegasus Bay,Canterbury,Maori,120,99,93,63,33,82%,78%,52%
315700,Kaiapoi North West,Canterbury,Maori,225,202,197,118,43,90%,88%,36%
315700,Kaiapoi North West,Canterbury,Pacific Peoples,49,44,42,24,13,90%,86%,54%
315800,Silverstream (Waimakariri District),Canterbury,Maori,69,61,61,41,23,88%,88%,56%
315900,Sovereign Palms,Canterbury,Maori,277,261,257,141,70,94%,93%,50%
315900,Sovereign Palms,Canterbury,Pacific Peoples,47,44,43,23,13,94%,91%,57%
316000,Kaiapoi West,Canterbury,Maori,134,119,117,61,19,89%,87%,31%
316100,Kaiapoi Central,Canterbury,Maori,211,192,186,106,48,91%,88%,45%
316200,Kaiapoi South,Canterbury,Maori,120,Masked,111,64,32,>95%,92%,50%
316500,Paparua,Canterbury,Maori,55,49,46,20,9,89%,84%,45%
316600,Yaldhurst,Canterbury,Maori,78,Masked,Masked,43,18,>95%,>95%,42%
316600,Yaldhurst,Canterbury,Pacific Peoples,44,Masked,Masked,32,11,>95%,>95%,34%
316900,Belfast West,Canterbury,Maori,109,Masked,Masked,65,30,>95%,>95%,46%
317000,Harewood,Canterbury,Maori,41,Masked,Masked,22,7,>95%,>95%,32%
317100,Brooklands-Spencerville,Canterbury,Maori,66,Masked,Masked,34,15,>95%,>95%,44%
317200,Styx,Canterbury,Maori,78,71,68,43,26,91%,87%,60%
317300,Belfast East,Canterbury,Maori,224,Masked,Masked,119,64,>95%,>95%,54%
317300,Belfast East,Canterbury,Pacific Peoples,57,Masked,Masked,40,23,>95%,>95%,57%
317400,Northwood,Canterbury,Maori,113,107,106,74,44,95%,94%,59%
317600,Regents Park,Canterbury,Maori,44,Masked,Masked,32,23,>95%,>95%,72%
317700,Hawthornden,Canterbury,Maori,130,Masked,Masked,75,40,>95%,>95%,53%
317700,Hawthornden,Canterbury,Pacific Peoples,83,Masked,Masked,62,29,>95%,>95%,47%
317800,Bishopdale North,Canterbury,Maori,287,269,260,159,82,94%,91%,52%
317800,Bishopdale North,Canterbury,Pacific Peoples,85,77,74,44,17,91%,87%,39%
317900,Casebrook,Canterbury,Maori,278,262,255,149,57,94%,92%,38%
317900,Casebrook,Canterbury,Pacific Peoples,90,Masked,Masked,68,25,>95%,>95%,37%
318000,Bishopdale West,Canterbury,Maori,178,169,161,102,52,95%,90%,51%
318000,Bishopdale West,Canterbury,Pacific Peoples,97,Masked,88,52,29,>95%,91%,56%
318100,Templeton,Canterbury,Maori,159,Masked,Masked,104,47,>95%,>95%,45%
318200,Islington,Canterbury,Maori,114,Masked,104,68,37,>95%,91%,54%
318200,Islington,Canterbury,Pacific Peoples,56,52,49,30,14,93%,88%,47%
318300,Burnside Park,Canterbury,Maori,138,Masked,131,81,37,>95%,95%,46%
318300,Burnside Park,Canterbury,Pacific Peoples,51,47,47,26,12,92%,92%,46%
318400,Marshland,Canterbury,Maori,66,57,55,24,9,86%,83%,38%
318500,Avonhead North,Canterbury,Maori,52,48,47,28,19,92%,90%,68%
318600,Redwood North,Canterbury,Maori,186,Masked,Masked,112,55,>95%,>95%,49%
318700,Broomfield,Canterbury,Maori,266,251,238,120,58,94%,89%,48%
318700,Broomfield,Canterbury,Pacific Peoples,138,124,120,73,37,90%,87%,51%
318800,Redwood West,Canterbury,Maori,233,205,189,104,46,88%,81%,44%
318800,Redwood West,Canterbury,Pacific Peoples,82,Masked,Masked,49,22,>95%,>95%,45%
318900,Avonhead West,Canterbury,Maori,40,Masked,Masked,22,15,>95%,>95%,68%
319000,Bishopdale South,Canterbury,Maori,131,Masked,Masked,82,52,>95%,>95%,63%
319000,Bishopdale South,Canterbury,Pacific Peoples,63,Masked,Masked,54,30,>95%,>95%,56%
319200,Burnside,Canterbury,Maori,194,176,169,88,34,91%,87%,39%
319200,Burnside,Canterbury,Pacific Peoples,75,71,70,40,20,95%,93%,50%
319300,Hei Hei,Canterbury,Maori,352,330,317,168,78,94%,90%,46%
319300,Hei Hei,Canterbury,Pacific Peoples,239,223,222,151,71,93%,93%,47%
319400,Papanui North,Canterbury,Maori,224,191,175,84,43,85%,78%,51%
319400,Papanui North,Canterbury,Pacific Peoples,83,Masked,Masked,51,29,>95%,>95%,57%
319500,Avonhead East,Canterbury,Maori,113,Masked,106,64,28,>95%,94%,44%
319500,Avonhead East,Canterbury,Pacific Peoples,59,Masked,56,39,19,>95%,95%,49%
319600,Redwood East,Canterbury,Maori,261,240,236,154,79,92%,90%,51%
319600,Redwood East,Canterbury,Pacific Peoples,73,Masked,Masked,46,17,>95%,>95%,37%
319700,Avonhead South,Canterbury,Maori,124,Masked,115,64,23,>95%,93%,36%
319700,Avonhead South,Canterbury,Pacific Peoples,69,Masked,Masked,46,21,>95%,>95%,46%
319800,Riccarton Racecourse,Canterbury,Maori,94,Masked,85,55,20,>95%,90%,36%
319800,Riccarton Racecourse,Canterbury,Pacific Peoples,62,Masked,Masked,47,24,>95%,>95%,51%
319900,Bryndwr North,Canterbury,Maori,329,280,261,135,55,85%,79%,41%
319900,Bryndwr North,Canterbury,Pacific Peoples,99,Masked,Masked,60,26,>95%,>95%,43%
320100,Papanui West,Canterbury,Maori,160,Masked,Masked,89,46,>95%,>95%,52%
320100,Papanui West,Canterbury,Pacific Peoples,61,55,51,31,14,90%,84%,45%
320200,Ilam North,Canterbury,Maori,129,Masked,120,80,33,>95%,93%,41%
320200,Ilam North,Canterbury,Pacific Peoples,60,Masked,Masked,36,13,>95%,>95%,36%
320300,Hornby West,Canterbury,Maori,275,Masked,Masked,158,72,>95%,>95%,46%
320300,Hornby West,Canterbury,Pacific Peoples,136,Masked,Masked,85,41,>95%,>95%,48%
320500,Northcote (Christchurch City),Canterbury,Maori,173,Masked,161,89,45,>95%,93%,51%
320500,Northcote (Christchurch City),Canterbury,Pacific Peoples,69,Masked,Masked,47,24,>95%,>95%,51%
320600,Jellie Park,Canterbury,Maori,115,Masked,Masked,66,41,>95%,>95%,62%
320700,Ilam South,Canterbury,Maori,122,107,103,67,24,88%,84%,36%
320700,Ilam South,Canterbury,Pacific Peoples,81,75,73,49,21,93%,90%,43%
320800,Bryndwr South,Canterbury,Maori,192,163,153,89,44,85%,80%,49%
320800,Bryndwr South,Canterbury,Pacific Peoples,64,Masked,Masked,45,25,>95%,>95%,56%
320900,Papanui East,Canterbury,Maori,83,75,74,48,28,90%,89%,58%
320900,Papanui East,Canterbury,Pacific Peoples,42,Masked,Masked,29,16,>95%,>95%,55%
321000,Sockburn North,Canterbury,Maori,190,178,173,100,47,94%,91%,47%
321000,Sockburn North,Canterbury,Pacific Peoples,130,122,120,82,33,94%,92%,40%
321100,Hornby South,Canterbury,Maori,418,Masked,386,225,109,>95%,92%,48%
321100,Hornby South,Canterbury,Pacific Peoples,159,Masked,Masked,101,41,>95%,>95%,41%
321200,Ilam University,Canterbury,Maori,120,Masked,Masked,96,23,>95%,>95%,24%
321200,Ilam University,Canterbury,Pacific Peoples,60,52,51,36,7,87%,85%,19%
321300,Prestons,Canterbury,Maori,182,Masked,Masked,121,63,>95%,>95%,52%
321300,Prestons,Canterbury,Pacific Peoples,46,Masked,Masked,33,16,>95%,>95%,48%
321400,Strowan,Canterbury,Maori,141,133,128,79,50,94%,91%,63%
321400,Strowan,Canterbury,Pacific Peoples,40,Masked,Masked,30,19,>95%,>95%,63%
321500,Fendalton,Canterbury,Maori,64,Masked,Masked,39,22,>95%,>95%,56%
321600,Waitikiri,Canterbury,Maori,171,Masked,Masked,97,61,>95%,>95%,63%
321700,Mairehau North,Canterbury,Maori,234,208,199,128,62,89%,85%,48%
321700,Mairehau North,Canterbury,Pacific Peoples,64,Masked,Masked,43,24,>95%,>95%,56%
321800,Bush Inn,Canterbury,Maori,148,139,136,80,35,94%,92%,44%
321800,Bush Inn,Canterbury,Pacific Peoples,71,Masked,67,45,17,>95%,94%,38%
321900,Awatea North,Canterbury,Maori,140,Masked,Masked,83,47,>95%,>95%,57%
321900,Awatea North,Canterbury,Pacific Peoples,104,Masked,Masked,77,39,>95%,>95%,51%
322000,Upper Riccarton,Canterbury,Maori,166,139,131,57,19,84%,79%,33%
322000,Upper Riccarton,Canterbury,Pacific Peoples,81,74,71,45,8,91%,88%,18%
322100,Malvern,Canterbury,Maori,130,Masked,122,76,36,>95%,94%,47%
322100,Malvern,Canterbury,Pacific Peoples,40,Masked,Masked,27,10,>95%,>95%,37%
322200,Rutland,Canterbury,Maori,111,Masked,104,66,30,>95%,94%,45%
322300,Sockburn South,Canterbury,Maori,48,43,40,28,13,90%,83%,46%
322400,Deans Bush,Canterbury,Maori,73,69,68,50,25,95%,93%,50%
322600,Holmwood,Canterbury,Maori,56,Masked,Masked,43,25,>95%,>95%,58%
322700,Wharenui,Canterbury,Maori,187,174,170,102,44,93%,91%,43%
322700,Wharenui,Canterbury,Pacific Peoples,100,Masked,Masked,68,23,>95%,>95%,34%
322800,Wigram West,Canterbury,Maori,42,Masked,39,29,16,>95%,93%,55%
322900,Awatea South,Canterbury,Maori,47,38,37,25,19,81%,79%,76%
323000,Merivale,Canterbury,Maori,95,Masked,88,54,30,>95%,93%,56%
323100,Mairehau South,Canterbury,Maori,264,245,236,138,69,93%,89%,50%
323100,Mairehau South,Canterbury,Pacific Peoples,101,Masked,Masked,54,21,>95%,>95%,39%
323200,Mona Vale,Canterbury,Maori,70,64,64,40,23,91%,91%,57%
323300,Riccarton West,Canterbury,Maori,249,232,215,106,40,93%,86%,38%
323300,Riccarton West,Canterbury,Pacific Peoples,114,Masked,Masked,69,23,>95%,>95%,33%
323400,Shirley West,Canterbury,Maori,426,366,351,176,79,86%,82%,45%
323400,Shirley West,Canterbury,Pacific Peoples,193,175,165,99,50,91%,85%,51%
323700,Queenspark,Canterbury,Maori,297,268,258,157,89,90%,87%,57%
323700,Queenspark,Canterbury,Pacific Peoples,88,Masked,80,41,27,>95%,91%,66%
323800,St Albans North,Canterbury,Maori,135,116,114,77,43,86%,84%,56%
323800,St Albans North,Canterbury,Pacific Peoples,47,41,40,23,11,87%,85%,48%
323900,St Albans West,Canterbury,Maori,129,Masked,Masked,71,33,>95%,>95%,46%
323900,St Albans West,Canterbury,Pacific Peoples,41,Masked,Masked,30,15,>95%,>95%,50%
324000,Travis Wetlands,Canterbury,Maori,157,144,140,87,43,92%,89%,49%
324000,Travis Wetlands,Canterbury,Pacific Peoples,57,49,48,33,11,86%,84%,33%
324300,Oaklands West,Canterbury,Maori,117,Masked,Masked,80,47,>95%,>95%,59%
324300,Oaklands West,Canterbury,Pacific Peoples,51,Masked,Masked,38,18,>95%,>95%,47%
324400,Riccarton South,Canterbury,Maori,181,163,152,100,45,90%,84%,45%
324400,Riccarton South,Canterbury,Pacific Peoples,69,Masked,Masked,47,15,>95%,>95%,32%
324500,Halswell West,Canterbury,Maori,147,Masked,Masked,105,39,>95%,>95%,37%
324500,Halswell West,Canterbury,Pacific Peoples,51,47,47,28,15,92%,92%,54%
324600,Shirley East,Canterbury,Maori,197,180,177,98,54,91%,90%,55%
324600,Shirley East,Canterbury,Pacific Peoples,47,Masked,Masked,24,15,>95%,>95%,62%
324800,St Albans East,Canterbury,Maori,207,180,173,109,61,87%,84%,56%
324800,St Albans East,Canterbury,Pacific Peoples,69,Masked,64,45,16,>95%,93%,36%
325000,Hillmorton,Canterbury,Maori,176,Masked,Masked,106,62,>95%,>95%,58%
325000,Hillmorton,Canterbury,Pacific Peoples,77,Masked,Masked,58,24,>95%,>95%,41%
325100,Parklands,Canterbury,Maori,432,Masked,399,221,107,>95%,92%,48%
325100,Parklands,Canterbury,Pacific Peoples,106,100,95,54,24,94%,90%,44%
325200,Riccarton East,Canterbury,Maori,49,Masked,Masked,33,14,>95%,>95%,42%
325300,Edgeware,Canterbury,Maori,286,260,249,154,68,91%,87%,44%
325300,Edgeware,Canterbury,Pacific Peoples,80,66,64,40,19,82%,80%,48%
325400,Aidanfield,Canterbury,Maori,99,91,90,67,43,92%,91%,64%
325400,Aidanfield,Canterbury,Pacific Peoples,52,Masked,Masked,36,20,>95%,>95%,56%
325600,Burwood,Canterbury,Maori,351,318,311,168,82,91%,89%,49%
325600,Burwood,Canterbury,Pacific Peoples,82,Masked,Masked,57,33,>95%,>95%,58%
325700,Christchurch Central-West,Canterbury,Maori,104,96,88,65,21,92%,85%,32%
325800,Christchurch Central-North,Canterbury,Maori,192,173,170,107,58,90%,89%,54%
325800,Christchurch Central-North,Canterbury,Pacific Peoples,54,47,47,27,16,87%,87%,59%
325900,Richmond North (Christchurch City),Canterbury,Maori,207,189,174,99,47,91%,84%,47%
325900,Richmond North (Christchurch City),Canterbury,Pacific Peoples,60,49,45,23,11,82%,75%,48%
326000,Waimairi Beach,Canterbury,Maori,68,Masked,Masked,42,28,>95%,>95%,67%
326100,Addington West,Canterbury,Maori,200,177,170,104,52,88%,85%,50%
326100,Addington West,Canterbury,Pacific Peoples,92,Masked,Masked,61,30,>95%,>95%,49%
326300,Oaklands East,Canterbury,Maori,213,195,190,113,49,92%,89%,43%
326300,Oaklands East,Canterbury,Pacific Peoples,70,63,62,32,15,90%,89%,47%
326500,Dallington,Canterbury,Maori,234,216,199,106,46,92%,85%,43%
326500,Dallington,Canterbury,Pacific Peoples,77,Masked,Masked,46,24,>95%,>95%,52%
326700,Hoon Hay West,Canterbury,Maori,384,Masked,345,179,77,>95%,90%,43%
326700,Hoon Hay West,Canterbury,Pacific Peoples,383,Masked,351,209,91,>95%,92%,44%
326800,Richmond South (Christchurch City),Canterbury,Maori,211,198,190,112,45,94%,90%,40%
326800,Richmond South (Christchurch City),Canterbury,Pacific Peoples,63,Masked,58,35,15,>95%,92%,43%
326900,Spreydon West,Canterbury,Maori,268,243,236,152,72,91%,88%,47%
